DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,UniqueCarrier,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DepHour,DepMinute,DepDatetime,Month,Hour,Route,DepDateTime,ArrDateTime,CRSArrDateTime
Tuesday,2019-04-02,833,1111,1030,WN,Southwest Airlines Co.,3220,N491WN,338,305,316,41,8,BWI,Baltimore-Washington International Airport,PHX,Phoenix Sky Harbor International Airport,1999,6,16,0,N,0,0,0,33,0,8,8,33,2019-04-02 08:33:00,4,8,BWI-PHX,2019-04-02 08:33:00,2019-04-02 11:11:00,2019-04-02 10:30:00
Tuesday,2019-06-25,1949,2137,2030,OO,Skywest Airlines Inc.,5927,N945SW,168,173,147,67,72,BNA,Nashville International Airport,DEN,Denver International Airport,1013,12,9,0,N,0,67,0,0,0,0,19,49,2019-06-25 19:49:00,6,19,BNA-DEN,2019-06-25 19:49:00,2019-06-25 21:37:00,2019-06-25 20:30:00
Tuesday,2019-01-15,1914,2031,2000,MQ,American Eagle Airlines Inc.,4370,N629AE,77,60,30,31,14,MSN,Dane County Regional Airport,ORD,Chicago O'Hare International Airport,109,17,30,0,N,0,0,0,17,0,14,19,14,2019-01-15 19:14:00,1,19,MSN-ORD,2019-01-15 19:14:00,2019-01-15 20:31:00,2019-01-15 20:00:00
Tuesday,2019-02-05,1045,1610,1555,WN,Southwest Airlines Co.,1300,N300SW,205,210,190,15,20,LAS,McCarran International Airport,MDW,Chicago Midway International Airport,1521,3,12,0,N,0,11,0,0,0,4,10,45,2019-02-05 10:45:00,2,10,LAS-MDW,2019-02-05 10:45:00,2019-02-05 16:10:00,2019-02-05 15:55:00
Monday,2019-01-07,1935,2012,1930,OO,Skywest Airlines Inc.,6388,N762SK,97,100,78,42,45,BOI,Boise Airport (Boise Air Terminal),SFO,San Francisco International Airport,522,7,12,0,N,0,0,0,0,0,42,19,35,2019-01-07 19:35:00,1,19,BOI-SFO,2019-01-07 19:35:00,2019-01-07 20:12:00,2019-01-08 19:30:00
Tuesday,2019-01-22,1744,1906,1848,OO,Skywest Airlines Inc.,3868,N613SK,82,97,70,18,33,PHX,Phoenix Sky Harbor International Airport,SLC,Salt Lake City International Airport,507,3,9,0,N,0,0,0,0,0,18,17,44,2019-01-22 17:44:00,1,17,PHX-SLC,2019-01-22 17:44:00,2019-01-22 19:06:00,2019-01-22 18:48:00
Friday,2019-04-26,1712,2250,2150,UA,United Air Lines Inc.,354,N535UA,218,235,198,60,77,DEN,Denver International Airport,BOS,Gen. Edward Lawrence Logan International Airport,1754,6,14,0,N,0,6,0,0,0,54,17,12,2019-04-26 17:12:00,4,17,DEN-BOS,2019-04-26 17:12:00,2019-04-26 22:50:00,2019-04-26 21:50:00
Friday,2019-05-31,2030,2229,2023,EV,Atlantic Southeast Airlines,4188,N761EV,119,143,96,126,150,PHL,Philadelphia International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,665,5,18,0,N,0,0,126,0,0,0,20,30,2019-05-31 20:30:00,5,20,PHL-ATL,2019-05-31 20:30:00,2019-05-31 22:29:00,2019-06-01 20:23:00
Friday,2019-05-31,1835,2102,1953,B6,JetBlue Airways,259,N564JB,327,318,306,69,60,FLL,Fort Lauderdale-Hollywood International Airport,LGB,Long Beach Airport (Daugherty Field),2327,8,13,0,N,0,0,0,9,0,60,18,35,2019-05-31 18:35:00,5,18,FLL-LGB,2019-05-31 18:35:00,2019-05-31 21:02:00,2019-05-31 19:53:00
Friday,2019-03-01,1653,1832,1805,MQ,American Eagle Airlines Inc.,4004,N640AE,159,145,110,27,13,CLT,Charlotte Douglas International Airport,ORD,Chicago O'Hare International Airport,599,5,44,0,N,0,0,0,18,0,9,16,53,2019-03-01 16:53:00,3,16,CLT-ORD,2019-03-01 16:53:00,2019-03-01 18:32:00,2019-03-01 18:05:00
Monday,2019-01-14,2310,121,2325,MQ,American Eagle Airlines Inc.,4375,N918AE,71,50,42,116,95,ORD,Chicago O'Hare International Airport,GRR,Gerald R. Ford International Airport,137,3,26,0,N,0,27,0,21,0,68,23,10,2019-01-14 23:10:00,1,23,ORD-GRR,2019-01-14 23:10:00,2019-01-15 01:21:00,2019-01-14 23:25:00
Wednesday,2019-01-23,2313,2318,2230,WN,Southwest Airlines Co.,1520,N292WN,65,65,56,48,48,PHX,Phoenix Sky Harbor International Airport,ONT,Ontario International Airport,325,4,5,0,N,0,0,0,0,0,48,23,13,2019-01-23 23:13:00,1,23,PHX-ONT,2019-01-23 23:13:00,2019-01-23 23:18:00,2019-01-24 22:30:00
Tuesday,2019-02-26,1520,1641,1555,UA,United Air Lines Inc.,395,N661UA,141,140,96,46,45,IAD,Washington Dulles International Airport,ORD,Chicago O'Hare International Airport,589,5,40,0,N,0,0,0,46,0,0,15,20,2019-02-26 15:20:00,2,15,IAD-ORD,2019-02-26 15:20:00,2019-02-26 16:41:00,2019-02-26 15:55:00
Tuesday,2019-06-25,759,904,845,WN,Southwest Airlines Co.,1583,N691WN,125,125,111,19,19,BWI,Baltimore-Washington International Airport,STL,St. Louis International Airport at Lambert Field,737,6,8,0,N,0,19,0,0,0,0,7,59,2019-06-25 07:59:00,6,7,BWI-STL,2019-06-25 07:59:00,2019-06-25 09:04:00,2019-06-25 08:45:00
Wednesday,2019-06-26,1553,2136,2115,WN,Southwest Airlines Co.,2604,N207WN,223,230,207,21,28,OAK,Oakland International Airport,HOU,William P. Hobby Airport,1642,6,10,0,N,0,1,0,0,0,20,15,53,2019-06-26 15:53:00,6,15,OAK-HOU,2019-06-26 15:53:00,2019-06-26 21:36:00,2019-06-26 21:15:00
Wednesday,2019-01-02,2255,31,2310,DL,Delta Air Lines Inc.,1575,N616DL,96,109,78,81,94,ATL,Hartsfield-Jackson Atlanta International Airport,MIA,Miami International Airport,595,8,10,0,N,0,36,0,0,0,45,22,55,2019-01-02 22:55:00,1,22,ATL-MIA,2019-01-02 22:55:00,2019-01-03 00:31:00,2019-01-02 23:10:00
Sunday,2019-06-30,1050,1147,1130,MQ,American Eagle Airlines Inc.,3224,N904AE,57,65,38,17,25,GGG,East Texas Regional Airport,DFW,Dallas/Fort Worth International Airport,140,14,5,0,N,0,1,0,0,0,16,10,50,2019-06-30 10:50:00,6,10,GGG-DFW,2019-06-30 10:50:00,2019-06-30 11:47:00,2019-06-30 11:30:00
Wednesday,2019-02-13,1525,1735,1605,WN,Southwest Airlines Co.,1573,N265WN,70,75,55,90,95,LAX,Los Angeles International Airport,PHX,Phoenix Sky Harbor International Airport,370,4,11,0,N,0,8,0,0,0,82,15,25,2019-02-13 15:25:00,2,15,LAX-PHX,2019-02-13 15:25:00,2019-02-13 17:35:00,2019-02-13 16:05:00
Friday,2019-02-08,1610,1726,1655,MQ,American Eagle Airlines Inc.,4456,N902BC,76,70,58,31,25,RST,Rochester International Airport,ORD,Chicago O'Hare International Airport,268,5,13,0,N,0,0,0,6,0,25,16,10,2019-02-08 16:10:00,2,16,RST-ORD,2019-02-08 16:10:00,2019-02-08 17:26:00,2019-02-08 16:55:00
Friday,2019-05-03,1601,1749,1655,DL,Delta Air Lines Inc.,1606,N900PC,108,110,83,54,56,ORF,Norfolk International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,516,13,12,0,N,0,54,0,0,0,0,16,1,2019-05-03 16:01:00,5,16,ORF-ATL,2019-05-03 16:01:00,2019-05-03 17:49:00,2019-05-03 16:55:00
Wednesday,2019-02-06,2115,2343,2152,OO,Skywest Airlines Inc.,5985,N979SW,88,79,48,111,102,ORD,Chicago O'Hare International Airport,LEX,Blue Grass Airport,323,5,35,0,N,0,0,0,0,0,111,21,15,2019-02-06 21:15:00,2,21,ORD-LEX,2019-02-06 21:15:00,2019-02-06 23:43:00,2019-02-06 21:52:00
Friday,2019-05-31,1919,2158,2107,AS,Alaska Airlines Inc.,471,N780AS,159,157,123,51,49,LAX,Los Angeles International Airport,SEA,Seattle-Tacoma International Airport,954,9,27,0,N,0,5,0,2,0,44,19,19,2019-05-31 19:19:00,5,19,LAX-SEA,2019-05-31 19:19:00,2019-05-31 21:58:00,2019-05-31 21:07:00
Monday,2019-05-06,1331,1500,1417,OO,Skywest Airlines Inc.,5553,N216SW,89,92,69,43,46,SFO,San Francisco International Airport,MFR,Rogue Valley International Airport,329,6,14,0,N,0,43,0,0,0,0,13,31,2019-05-06 13:31:00,5,13,SFO-MFR,2019-05-06 13:31:00,2019-05-06 15:00:00,2019-05-06 14:17:00
Monday,2019-03-11,1218,1923,1848,US,US Airways Inc.,1544,N181UW,245,228,224,35,18,PHX,Phoenix Sky Harbor International Airport,CLT,Charlotte Douglas International Airport,1774,7,14,0,N,0,18,0,17,0,0,12,18,2019-03-11 12:18:00,3,12,PHX-CLT,2019-03-11 12:18:00,2019-03-11 19:23:00,2019-03-11 18:48:00
Thursday,2019-02-14,956,1123,1100,OO,Skywest Airlines Inc.,3820,N442SW,87,79,59,23,15,SLC,Salt Lake City International Airport,BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),347,4,24,0,N,0,23,0,0,0,0,9,56,2019-02-14 09:56:00,2,9,SLC-BZN,2019-02-14 09:56:00,2019-02-14 11:23:00,2019-02-14 11:00:00
Saturday,2019-06-22,1201,1425,1204,EV,Atlantic Southeast Airlines,4491,N376CA,144,147,118,141,144,ATL,Hartsfield-Jackson Atlanta International Airport,MHT,Manchester-Boston Regional Airport,952,4,22,0,N,0,141,0,0,0,0,12,1,2019-06-22 12:01:00,6,12,ATL-MHT,2019-06-22 12:01:00,2019-06-22 14:25:00,2019-06-22 12:04:00
Monday,2019-04-29,1144,1310,1252,UA,United Air Lines Inc.,403,N582UA,146,141,120,18,13,DEN,Denver International Airport,SNA,John Wayne Airport (Orange County Airport),846,10,16,0,N,0,13,0,5,0,0,11,44,2019-04-29 11:44:00,4,11,DEN-SNA,2019-04-29 11:44:00,2019-04-29 13:10:00,2019-04-29 12:52:00
Friday,2019-03-29,748,937,920,WN,Southwest Airlines Co.,2028,N508SW,109,120,99,17,28,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,671,3,7,0,N,0,0,0,17,0,0,7,48,2019-03-29 07:48:00,3,7,OAK-SEA,2019-03-29 07:48:00,2019-03-29 09:37:00,2019-03-29 09:20:00
Monday,2019-01-21,1149,1342,1250,WN,Southwest Airlines Co.,1617,N337SW,113,130,100,52,69,SJC,Norman Y. Mineta San José International Airport,SEA,Seattle-Tacoma International Airport,697,6,7,0,N,0,3,0,0,0,49,11,49,2019-01-21 11:49:00,1,11,SJC-SEA,2019-01-21 11:49:00,2019-01-21 13:42:00,2019-01-21 12:50:00
Tuesday,2019-04-09,810,925,832,US,US Airways Inc.,1810,N701UW,75,77,47,53,55,PIT,Pittsburgh International Airport,PHL,Philadelphia International Airport,267,6,22,0,N,0,0,0,53,0,0,8,10,2019-04-09 08:10:00,4,8,PIT-PHL,2019-04-09 08:10:00,2019-04-09 09:25:00,2019-04-09 08:32:00
Saturday,2019-03-02,1118,1410,1353,DL,Delta Air Lines Inc.,50,N922DL,112,118,89,17,23,IAH,George Bush Intercontinental Airport,ATL,Hartsfield-Jackson Atlanta International Airport,689,11,12,0,N,0,17,0,0,0,0,11,18,2019-03-02 11:18:00,3,11,IAH-ATL,2019-03-02 11:18:00,2019-03-02 14:10:00,2019-03-02 13:53:00
Wednesday,2019-04-10,942,1100,1037,UA,United Air Lines Inc.,203,N937UA,78,90,60,23,35,ORD,Chicago O'Hare International Airport,MSP,Minneapolis-Saint Paul International Airport,334,3,15,0,N,0,19,0,0,0,4,9,42,2019-04-10 09:42:00,4,9,ORD-MSP,2019-04-10 09:42:00,2019-04-10 11:00:00,2019-04-10 10:37:00
Thursday,2019-02-14,2049,10,2344,OO,Skywest Airlines Inc.,6604,N771SK,141,151,120,26,36,DEN,Denver International Airport,BHM,Birmingham-Shuttlesworth International Airport,1082,4,17,0,N,0,0,0,0,0,26,20,49,2019-02-14 20:49:00,2,20,DEN-BHM,2019-02-14 20:49:00,2019-02-15 00:10:00,2019-02-14 23:44:00
Wednesday,2019-06-05,1518,1601,1450,OO,Skywest Airlines Inc.,5828,N702SK,43,48,20,71,76,MKE,General Mitchell International Airport,ORD,Chicago O'Hare International Airport,67,5,18,0,N,0,0,0,71,0,0,15,18,2019-06-05 15:18:00,6,15,MKE-ORD,2019-06-05 15:18:00,2019-06-05 16:01:00,2019-06-06 14:50:00
Friday,2019-03-15,1801,1916,1805,WN,Southwest Airlines Co.,1930,N901WN,75,80,65,71,76,SAN,San Diego International Airport (Lindbergh Field),SJC,Norman Y. Mineta San José International Airport,417,3,7,0,N,0,26,0,0,0,45,18,1,2019-03-15 18:01:00,3,18,SAN-SJC,2019-03-15 18:01:00,2019-03-15 19:16:00,2019-03-15 18:05:00
Sunday,2019-06-02,2138,2335,2316,F9,Frontier Airlines Inc.,277,N908FR,117,116,99,19,18,DEN,Denver International Airport,BOI,Boise Airport (Boise Air Terminal),649,6,12,0,N,0,0,0,1,0,18,21,38,2019-06-02 21:38:00,6,21,DEN-BOI,2019-06-02 21:38:00,2019-06-02 23:35:00,2019-06-02 23:16:00
Wednesday,2019-03-20,50,332,30,B6,JetBlue Airways,70,N590JB,162,155,130,182,175,PBI,Palm Beach International Airport,JFK,John F. Kennedy International Airport (New York International Airport),1028,9,23,0,N,0,0,0,7,0,175,0,50,2019-03-20 00:50:00,3,0,PBI-JFK,2019-03-20 00:50:00,2019-03-20 03:32:00,2019-03-21 00:30:00
Tuesday,2019-04-09,1336,1535,1450,MQ,American Eagle Airlines Inc.,3648,N509AE,179,170,153,45,36,PIT,Pittsburgh International Airport,DFW,Dallas/Fort Worth International Airport,1068,16,10,0,N,0,7,0,9,0,29,13,36,2019-04-09 13:36:00,4,13,PIT-DFW,2019-04-09 13:36:00,2019-04-09 15:35:00,2019-04-09 14:50:00
Friday,2019-01-18,2007,2120,2032,UA,United Air Lines Inc.,569,N903UA,133,137,94,48,52,CLT,Charlotte Douglas International Airport,ORD,Chicago O'Hare International Airport,599,13,26,0,N,0,0,0,48,0,0,20,7,2019-01-18 20:07:00,1,20,CLT-ORD,2019-01-18 20:07:00,2019-01-18 21:20:00,2019-01-18 20:32:00
Saturday,2019-02-02,1610,1900,1820,B6,JetBlue Airways,290,N562JB,110,105,91,40,35,SFO,San Francisco International Airport,SLC,Salt Lake City International Airport,599,2,17,0,N,0,0,0,5,0,35,16,10,2019-02-02 16:10:00,2,16,SFO-SLC,2019-02-02 16:10:00,2019-02-02 19:00:00,2019-02-02 18:20:00
Wednesday,2019-06-05,1705,1934,1910,AA,American Airlines Inc.,759,N3BSAA,209,225,182,24,40,LGA,LaGuardia Airport (Marine Air Terminal),DFW,Dallas/Fort Worth International Airport,1389,7,20,0,N,0,3,0,0,0,21,17,5,2019-06-05 17:05:00,6,17,LGA-DFW,2019-06-05 17:05:00,2019-06-05 19:34:00,2019-06-05 19:10:00
Sunday,2019-04-14,2118,2241,2226,OO,Skywest Airlines Inc.,3962,N426SW,83,78,54,15,10,SLC,Salt Lake City International Airport,DRO,Durango-La Plata County Airport,338,2,27,0,N,0,10,0,5,0,0,21,18,2019-04-14 21:18:00,4,21,SLC-DRO,2019-04-14 21:18:00,2019-04-14 22:41:00,2019-04-14 22:26:00
Tuesday,2019-04-23,1729,1845,1830,WN,Southwest Airlines Co.,223,N642WN,76,70,58,15,9,BDL,Bradley International Airport,BWI,Baltimore-Washington International Airport,283,4,14,0,N,0,2,0,6,0,7,17,29,2019-04-23 17:29:00,4,17,BDL-BWI,2019-04-23 17:29:00,2019-04-23 18:45:00,2019-04-23 18:30:00
Tuesday,2019-01-01,2136,123,2300,AA,American Airlines Inc.,1058,N242AA,167,175,146,143,151,ORD,Chicago O'Hare International Airport,PBI,Palm Beach International Airport,1144,4,17,0,N,0,0,27,0,0,116,21,36,2019-01-01 21:36:00,1,21,ORD-PBI,2019-01-01 21:36:00,2019-01-02 01:23:00,2019-01-01 23:00:00
Tuesday,2019-02-05,1555,1844,1825,EV,Atlantic Southeast Airlines,4721,N723EV,169,180,154,19,30,PWM,Portland International Jetport,ATL,Hartsfield-Jackson Atlanta International Airport,1027,8,7,0,N,0,6,13,0,0,0,15,55,2019-02-05 15:55:00,2,15,PWM-ATL,2019-02-05 15:55:00,2019-02-05 18:44:00,2019-02-05 18:25:00
Tuesday,2019-06-18,36,133,24,US,US Airways Inc.,1738,N733UW,57,84,43,69,96,PHL,Philadelphia International Airport,BOS,Gen. Edward Lawrence Logan International Airport,280,5,9,0,N,0,0,0,0,0,69,0,36,2019-06-18 00:36:00,6,0,PHL-BOS,2019-06-18 00:36:00,2019-06-18 01:33:00,2019-06-19 00:24:00
Friday,2019-04-19,2023,2201,2042,UA,United Air Lines Inc.,780,N941UA,98,100,80,79,81,SFO,San Francisco International Airport,PDX,Portland International Airport,550,3,15,0,N,0,79,0,0,0,0,20,23,2019-04-19 20:23:00,4,20,SFO-PDX,2019-04-19 20:23:00,2019-04-19 22:01:00,2019-04-19 20:42:00
Tuesday,2019-02-26,1043,1213,1119,UA,United Air Lines Inc.,393,N346UA,90,94,64,54,58,ORD,Chicago O'Hare International Airport,MCI,Kansas City International Airport,403,3,23,0,N,0,0,14,0,0,40,10,43,2019-02-26 10:43:00,2,10,ORD-MCI,2019-02-26 10:43:00,2019-02-26 12:13:00,2019-02-26 11:19:00
Friday,2019-01-11,2105,2305,2245,MQ,American Eagle Airlines Inc.,4109,N522AE,60,75,48,20,35,ORD,Chicago O'Hare International Airport,CLE,Cleveland Hopkins International Airport,316,4,8,0,N,0,20,0,0,0,0,21,5,2019-01-11 21:05:00,1,21,ORD-CLE,2019-01-11 21:05:00,2019-01-11 23:05:00,2019-01-11 22:45:00
Wednesday,2019-01-23,1526,1909,1838,US,US Airways Inc.,1888,N733UW,163,158,136,31,26,MSY,Louis Armstrong New Orleans International Airport,PHL,Philadelphia International Airport,1088,9,18,0,N,0,0,0,5,0,26,15,26,2019-01-23 15:26:00,1,15,MSY-PHL,2019-01-23 15:26:00,2019-01-23 19:09:00,2019-01-23 18:38:00
Sunday,2019-01-27,1357,1613,1425,DL,Delta Air Lines Inc.,1156,N909DA,76,83,56,108,115,LAS,McCarran International Airport,SLC,Salt Lake City International Airport,368,5,15,0,N,0,2,0,0,0,106,13,57,2019-01-27 13:57:00,1,13,LAS-SLC,2019-01-27 13:57:00,2019-01-27 16:13:00,2019-01-27 14:25:00
Thursday,2019-01-03,2205,9,2314,F9,Frontier Airlines Inc.,861,N950FR,124,109,99,55,40,DEN,Denver International Airport,PHX,Phoenix Sky Harbor International Airport,602,7,18,0,N,0,22,0,33,0,0,22,5,2019-01-03 22:05:00,1,22,DEN-PHX,2019-01-03 22:05:00,2019-01-04 00:09:00,2019-01-03 23:14:00
Monday,2019-02-18,1717,1926,1700,B6,JetBlue Airways,1086,N203JB,129,125,102,146,142,CLT,Charlotte Douglas International Airport,JFK,John F. Kennedy International Airport (New York International Airport),541,9,18,0,N,0,0,0,135,0,11,17,17,2019-02-18 17:17:00,2,17,CLT-JFK,2019-02-18 17:17:00,2019-02-18 19:26:00,2019-02-19 17:00:00
Wednesday,2019-02-20,1028,1150,1000,OO,Skywest Airlines Inc.,5574,N583SW,82,79,72,110,107,SBA,Santa Barbara Municipal Airport (Santa Barbara Airport),SFO,San Francisco International Airport,262,4,6,0,N,0,110,0,0,0,0,10,28,2019-02-20 10:28:00,2,10,SBA-SFO,2019-02-20 10:28:00,2019-02-20 11:50:00,2019-02-21 10:00:00
Tuesday,2019-01-22,1753,2004,1822,US,US Airways Inc.,1706,N713UW,131,127,102,102,98,CLT,Charlotte Douglas International Airport,BOS,Gen. Edward Lawrence Logan International Airport,728,5,24,0,N,0,0,0,102,0,0,17,53,2019-01-22 17:53:00,1,17,CLT-BOS,2019-01-22 17:53:00,2019-01-22 20:04:00,2019-01-22 18:22:00
Thursday,2019-05-02,1458,2045,2015,WN,Southwest Airlines Co.,1750,N742SW,227,210,192,30,13,LAS,McCarran International Airport,MDW,Chicago Midway International Airport,1521,8,27,0,N,0,0,11,17,0,2,14,58,2019-05-02 14:58:00,5,14,LAS-MDW,2019-05-02 14:58:00,2019-05-02 20:45:00,2019-05-02 20:15:00
Friday,2019-04-26,1200,1303,1055,MQ,American Eagle Airlines Inc.,3403,N647AE,63,70,42,128,135,DFW,Dallas/Fort Worth International Airport,HOU,William P. Hobby Airport,247,2,19,0,N,0,128,0,0,0,0,12,0,2019-04-26 12:00:00,4,12,DFW-HOU,2019-04-26 12:00:00,2019-04-26 13:03:00,2019-04-27 10:55:00
Friday,2019-02-15,1404,1601,1528,US,US Airways Inc.,1868,N119US,117,118,91,33,34,PBI,Palm Beach International Airport,CLT,Charlotte Douglas International Airport,590,6,20,0,N,0,13,0,0,0,20,14,4,2019-02-15 14:04:00,2,14,PBI-CLT,2019-02-15 14:04:00,2019-02-15 16:01:00,2019-02-15 15:28:00
Sunday,2019-06-30,1447,1706,1645,MQ,American Eagle Airlines Inc.,3814,N513AE,199,200,173,21,22,SYR,Syracuse Hancock International Airport,DFW,Dallas/Fort Worth International Airport,1337,19,7,0,N,0,2,0,0,0,19,14,47,2019-06-30 14:47:00,6,14,SYR-DFW,2019-06-30 14:47:00,2019-06-30 17:06:00,2019-06-30 16:45:00
Monday,2019-06-17,1356,1550,1516,OO,Skywest Airlines Inc.,6066,N932SW,54,64,35,34,44,ORD,Chicago O'Hare International Airport,IND,Indianapolis International Airport,177,5,14,0,N,0,0,0,0,0,34,13,56,2019-06-17 13:56:00,6,13,ORD-IND,2019-06-17 13:56:00,2019-06-17 15:50:00,2019-06-17 15:16:00
Tuesday,2019-03-26,1840,2207,2140,AA,American Airlines Inc.,812,N498AA,147,150,130,27,30,STL,St. Louis International Airport at Lambert Field,BOS,Gen. Edward Lawrence Logan International Airport,1046,4,13,0,N,0,18,0,0,0,9,18,40,2019-03-26 18:40:00,3,18,STL-BOS,2019-03-26 18:40:00,2019-03-26 22:07:00,2019-03-26 21:40:00
Tuesday,2019-02-12,1251,1356,1300,MQ,American Eagle Airlines Inc.,3816,N942AE,65,65,49,56,56,TUL,Tulsa International Airport,DFW,Dallas/Fort Worth International Airport,237,6,10,0,N,0,0,0,0,0,56,12,51,2019-02-12 12:51:00,2,12,TUL-DFW,2019-02-12 12:51:00,2019-02-12 13:56:00,2019-02-12 13:00:00
Sunday,2019-04-28,2042,55,2213,B6,JetBlue Airways,1068,N231JB,193,223,179,162,192,AUS,Austin-Bergstrom International Airport,JFK,John F. Kennedy International Airport (New York International Airport),1522,4,10,0,N,0,0,0,146,0,16,20,42,2019-04-28 20:42:00,4,20,AUS-JFK,2019-04-28 20:42:00,2019-04-29 00:55:00,2019-04-28 22:13:00
Thursday,2019-05-02,1258,1423,1240,MQ,American Eagle Airlines Inc.,3536,N833AE,85,85,67,103,103,BTR,Baton Rouge Metropolitan Airport,DFW,Dallas/Fort Worth International Airport,383,6,12,0,N,0,0,10,0,0,93,12,58,2019-05-02 12:58:00,5,12,BTR-DFW,2019-05-02 12:58:00,2019-05-02 14:23:00,2019-05-03 12:40:00
Wednesday,2019-05-22,1906,2013,1950,WN,Southwest Airlines Co.,1855,N208WN,187,185,172,23,21,SAT,San Antonio International Airport,LAX,Los Angeles International Airport,1210,10,5,0,N,0,11,0,2,0,10,19,6,2019-05-22 19:06:00,5,19,SAT-LAX,2019-05-22 19:06:00,2019-05-22 20:13:00,2019-05-22 19:50:00
Tuesday,2019-05-28,1305,1426,1230,AA,American Airlines Inc.,1743,N3DFAA,201,190,178,116,105,DFW,Dallas/Fort Worth International Airport,SNA,John Wayne Airport (Orange County Airport),1205,5,18,0,N,0,37,0,11,0,68,13,5,2019-05-28 13:05:00,5,13,DFW-SNA,2019-05-28 13:05:00,2019-05-28 14:26:00,2019-05-29 12:30:00
Tuesday,2019-02-12,1821,1914,1858,OO,Skywest Airlines Inc.,5583,N216SW,53,53,32,16,16,LAX,Los Angeles International Airport,SAN,San Diego International Airport (Lindbergh Field),109,4,17,0,N,0,16,0,0,0,0,18,21,2019-02-12 18:21:00,2,18,LAX-SAN,2019-02-12 18:21:00,2019-02-12 19:14:00,2019-02-12 18:58:00
Sunday,2019-01-06,923,1030,835,MQ,American Eagle Airlines Inc.,3761,N667GB,67,70,50,115,118,DFW,Dallas/Fort Worth International Airport,HOU,William P. Hobby Airport,247,3,14,0,N,0,83,0,0,0,32,9,23,2019-01-06 09:23:00,1,9,DFW-HOU,2019-01-06 09:23:00,2019-01-06 10:30:00,2019-01-07 08:35:00
Wednesday,2019-02-13,1403,1732,1007,DL,Delta Air Lines Inc.,1456,N971DL,209,187,190,445,423,BDL,Bradley International Airport,TPA,Tampa International Airport,1111,4,15,0,N,0,0,423,22,0,0,14,3,2019-02-13 14:03:00,2,14,BDL-TPA,2019-02-13 14:03:00,2019-02-13 17:32:00,2019-02-14 10:07:00
Thursday,2019-01-10,1238,1421,1225,OO,Skywest Airlines Inc.,6344,N976SW,163,127,140,116,80,SLC,Salt Lake City International Airport,SFO,San Francisco International Airport,599,6,17,0,N,0,0,0,116,0,0,12,38,2019-01-10 12:38:00,1,12,SLC-SFO,2019-01-10 12:38:00,2019-01-10 14:21:00,2019-01-11 12:25:00
Monday,2019-04-01,1124,1446,1412,F9,Frontier Airlines Inc.,792,N921FR,142,142,121,34,34,PDX,Portland International Airport,DEN,Denver International Airport,992,7,14,0,N,0,3,0,29,0,2,11,24,2019-04-01 11:24:00,4,11,PDX-DEN,2019-04-01 11:24:00,2019-04-01 14:46:00,2019-04-01 14:12:00
Sunday,2019-06-23,1843,2007,1805,WN,Southwest Airlines Co.,1577,N415WN,84,75,58,122,113,BWI,Baltimore-Washington International Airport,CMH,Port Columbus International Airport,336,18,8,0,N,0,32,0,9,0,81,18,43,2019-06-23 18:43:00,6,18,BWI-CMH,2019-06-23 18:43:00,2019-06-23 20:07:00,2019-06-24 18:05:00
Monday,2019-01-21,1539,1938,1750,OO,Skywest Airlines Inc.,4050,N812SK,179,195,141,108,124,SLC,Salt Lake City International Airport,IAH,George Bush Intercontinental Airport,1195,12,26,0,N,0,0,108,0,0,0,15,39,2019-01-21 15:39:00,1,15,SLC-IAH,2019-01-21 15:39:00,2019-01-21 19:38:00,2019-01-21 17:50:00
Thursday,2019-05-30,919,1016,955,MQ,American Eagle Airlines Inc.,4127,N805AE,57,45,27,21,9,ORD,Chicago O'Hare International Airport,MSN,Dane County Regional Airport,109,19,11,0,N,0,0,0,12,0,9,9,19,2019-05-30 09:19:00,5,9,ORD-MSN,2019-05-30 09:19:00,2019-05-30 10:16:00,2019-05-30 09:55:00
Thursday,2019-04-25,202,745,505,AA,American Airlines Inc.,1092,N5CBAA,223,235,199,160,172,LAX,Los Angeles International Airport,ORD,Chicago O'Hare International Airport,1745,11,13,0,N,0,6,0,0,0,154,2,2,2019-04-25 02:02:00,4,2,LAX-ORD,2019-04-25 02:02:00,2019-04-25 07:45:00,2019-04-25 05:05:00
